ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession
ARO:3003463	40056	2084	1943	Mycobacterium tuberculosis kasA mutant conferring resistance to isoniazid	Mycobacterium tuberculosis kasA mutant conferring resistance to isoniazid	CCP45025.1	AL123456
ARO:3003392	39976	3465	1176	Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid	Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid	NP_216424.1	NC_000962.3
ARO:3003327	39911	2080	1432	Mycobacterium tuberculosis mutant embC conferring resistance to ethambutol	Mycobacterium tuberculosis mutant embC conferring resistance to ethambutol	AFN51819.1	CP003248
ARO:3003461	40054	2086	1203	Mycobacterium tuberculosis ndh mutant conferring resistance to isoniazid	Mycobacterium tuberculosis ndh with mutation conferring resistance to isoniazid	CCP44620.1	AL123456
ARO:3003394	39978	2083	851	Mycobacterium tuberculosis pncA mutations conferring resistance to pyrazinamide	Mycobacterium tuberculosis pncA mutations conferring resistance to pyrazinamide	CCP44816.1	AL123456
ARO:3004184	41337	4172	2827	Mycobacterium tuberculosis ribD with mutation conferring resistance to para-aminosalicylic acid	Mycobacterium tuberculosis ribD with mutation conferring resistance to para-aminosalicylic acid	NP_217187.1	NC_000962.3
ARO:3003283	39867	4199	1237	Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	CCP43410.1	AL123456.3
ARO:3003395	39979	2087	1197	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	AAK44936.1	AE000516
ARO:3004153	41300	4150	2803	Mycobacterium tuberculosis thyA with mutation conferring resistance to para-aminosalicylic acid	Mycobacterium tuberculosis thyA with mutation conferring resistance to para-aminosalicylic acid	NP_217280.1	NC_000962.3
ARO:3003445	40038	2076	1849	Mycobacterium tuberculosis tlyA mutations conferring resistance to aminoglycosides	Mycobacterium tuberculosis tlyA mutations conferring resistance to aminoglycosides	AAK46002.1	AE000516
ARO:3003298	39882	2059	36	Mycobaterium leprae gyrA conferring resistance to fluoroquinolones	Mycobaterium leprae gyrA conferring resistance to fluoroquinolones	CAC29514.1	AL450380
ARO:3003310	39894	3620	2083	Mycoplasma hominis parC conferring resistance to fluoroquinolone	Mycoplasma hominis parC conferring resistance to fluoroquinolone	AKJ52802.1	CP011538.1
ARO:3001300	37699	204	158	myrA	myrA	BAA03674.1	D16099
ARO:3000818	37198	187	1670	nalC	nalC	NP_252410.1	NC_002516
ARO:3000819	37199	232	1213	nalD	nalD	NP_252264.1	NC_002516
ARO:3000589	36728	3746	783	NDM-1	NDM-1	CAZ39946.1	FN396876
ARO:3002360	38760	1749	70	NDM-10	NDM-10	AGT37351.1	KF361506
ARO:3002362	38762	1829	1896	NDM-12	NDM-12	BAO79439.1	AB926431
ARO:3003182	39759	1918	464	NDM-13	NDM-13	BAQ02518.1	LC012596
ARO:3003183	39760	3685	2156	NDM-14	NDM-14	AJP18054.1	KM210086.1
ARO:3004093	41201	4073	2756	NDM-17	NDM-17	AOT73359.1	KX812714
ARO:3000590	36729	777	1763	NDM-2	NDM-2	AEA41876.1	JF703135
ARO:3002354	38754	859	1515	NDM-3	NDM-3	AFK80349.1	JQ734687
ARO:3002355	38755	939	1889	NDM-4	NDM-4	AFB82585.1	JQ348841
ARO:3000467	36606	1025	1106	NDM-5	NDM-5	AEN03071.1	JN104597
ARO:3002356	38756	1103	8	NDM-6	NDM-6	AEX08599.1	JN967644
ARO:3002357	38757	1183	585	NDM-7	NDM-7	AFQ31613.1	JX262694
ARO:3002358	38758	1270	616	NDM-8	NDM-8	BAM84089.1	AB744718
ARO:3002359	38759	1349	1168	NDM-9	NDM-9	AGU91756.1	KC999080
ARO:3003928	40637	3730	2404	Neisseria gonorrhoeae gyrA conferring resistance to fluoroquinolones	Neisseria gonorrhoeae gyrA conferring resistance to fluoroquinolones	YP_207769.1	NC_002946.2
ARO:3003929	40639	3731	2405	Neisseria gonorrhoeae parC conferring resistance to fluoroquinolone	Neisseria gonorrhoeae parC conferring resistance to fluoroquinolone	YP_208330.1	NC_002946.2
ARO:3000464	36603	54	1395	Neisseria gonorrhoeae mutant porin PIB (por) with reduced permeability to antibiotic	Neisseria gonorrhoeae porin PIB (por)	AAB57788.1	U75641
ARO:3003937	40660	3738	2409	Neisseria meningititis PBP2 conferring resistance to beta-lactam	Neisseria meningititis PBP2 conferring resistance to beta-lactam	NP_273462.1	NC_003112.2
ARO:3003589	40199	3362	2138	NmcA beta-lactamase	NmcA	CAA79967.1	Z21956
ARO:3003665	40275	3361	2072	NmcR	NmcR	CAA79966.1	Z21956
ARO:3000391	36530	268	1554	norA	norA	AAS68233.1	AY566250
ARO:3000421	36560	198	1167	norB	norB	CCQ22388.1	HE999704
ARO:3002522	38922	344	1210	novA	novA	AAF67494.2	AF170880
ARO:3002665	39065	273	218	npmA	npmA	BAF80809.1	AB261016
ARO:3004239	41403	4191	2840	NPS-1	NPS-1	AAK14791	AY027589
ARO:3002514	38914	1426	184	OCH-1	OCH-1	CAC04522.1	AJ401618
ARO:3002515	38915	1504	759	OCH-2	OCH-2	CAC17622.1	AJ295340
ARO:3002516	38916	1582	201	OCH-3	OCH-3	CAC17623.1	AJ295341
ARO:3002517	38917	1659	773	OCH-4	OCH-4	CAC17624.1	AJ295342
ARO:3002518	38918	1734	1220	OCH-5	OCH-5	CAC17625.1	AJ295343
ARO:3002519	38919	1811	1698	OCH-6	OCH-6	CAC17626.1	AJ295344
ARO:3002520	38920	1900	427	OCH-7	OCH-7	CAC17627.1	AJ295345
ARO:3002521	38921	1979	528	OCH-8	OCH-8	ABF50909.1	DQ489307
ARO:3002418	38818	765	2059	OKP-A-1	OKP-A-1	CAG25812.2	AJ635401
ARO:3002427	38827	794	1447	OKP-A-10	OKP-A-10	CAJ19608.1	AM051149
ARO:3002428	38828	876	921	OKP-A-11	OKP-A-11	CAP12353.2	AM850915
ARO:3002429	38829	962	219	OKP-A-12	OKP-A-12	CAP12354.2	AM850916
ARO:3002430	38830	1040	936	OKP-A-13	OKP-A-13	ACL68096.1	FJ534513
ARO:3002431	38831	1120	933	OKP-A-14	OKP-A-14	ACL68095.1	FJ534512
ARO:3002432	38832	1200	151	OKP-A-15	OKP-A-15	ACN65419.1	FJ755841
ARO:3002433	38833	1287	1767	OKP-A-16	OKP-A-16	ACN65418.1	FJ755840
ARO:3002419	38819	1365	848	OKP-A-2	OKP-A-2	CAG25815.2	AJ635404
ARO:3002420	38820	1447	599	OKP-A-3	OKP-A-3	CAJ19599.1	AM051140
ARO:3002421	38821	1520	1165	OKP-A-4	OKP-A-4	CAJ19601.1	AM051142
ARO:3002422	38822	1598	1778	OKP-A-5	OKP-A-5	CAJ19602.1	AM051143
ARO:3002423	38823	1675	1908	OKP-A-6	OKP-A-6	CAJ19603.1	AM051144
ARO:3002424	38824	1750	588	OKP-A-7	OKP-A-7	CAJ19605.1	AM051146
ARO:3002425	38825	1830	1007	OKP-A-8	OKP-A-8	CAJ19606.1	AM051147
ARO:3002426	38826	1919	435	OKP-A-9	OKP-A-9	CAJ19607.1	AM051148
ARO:3002434	38834	1997	807	OKP-B-1	OKP-B-1	CAG25813.2	AJ635402
ARO:3002443	38843	795	443	OKP-B-10	OKP-B-10	CAJ19619.1	AM051160
ARO:3002444	38844	877	1125	OKP-B-11	OKP-B-11	CAJ19620.1	AM051161
ARO:3002445	38845	963	1296	OKP-B-12	OKP-B-12	CAG25831.1	AJ635420
ARO:3002446	38846	1041	831	OKP-B-13	OKP-B-13	AAV80715.1	AY825330
ARO:3002450	38850	1121	1662	OKP-B-17	OKP-B-17	CAP12357.2	AM850919
ARO:3002451	38851	1201	970	OKP-B-18	OKP-B-18	CAP12358.1	AM850920
ARO:3002452	38852	1288	1073	OKP-B-19	OKP-B-19	CAP12359.2	AM850921
ARO:3002435	38835	1366	275	OKP-B-2	OKP-B-2	CAJ19610.1	AM051151
ARO:3002453	38853	1448	1560	OKP-B-20	OKP-B-20	CAP12360.2	AM850922
ARO:3002436	38836	1521	227	OKP-B-3	OKP-B-3	CAJ19611.1	AM051152
ARO:3002437	38837	1599	1658	OKP-B-4	OKP-B-4	CAJ19612.1	AM051153
ARO:3002438	38838	1676	1085	OKP-B-5	OKP-B-5	CAP12356.2	AM850918
ARO:3002439	38839	1751	563	OKP-B-6	OKP-B-6	CAP12355.2	AM850917
ARO:3002440	38840	1831	1289	OKP-B-7	OKP-B-7	CAJ19615.1	AM051156
ARO:3002441	38841	1920	561	OKP-B-8	OKP-B-8	CAJ19616.1	AM051157
ARO:3002442	38842	1998	248	OKP-B-9	OKP-B-9	CAJ19618.1	AM051159
ARO:3003036	39470	3347	1388	oleB	oleB	AAA50325.1	L36601
ARO:3003748	40404	3518	2264	oleC	oleC	AAA26793	L06249
ARO:3000865	37245	4240	1367	oleD	oleD	ABA42119.2	DQ195536.2
ARO:3000866	37246	498	1824	oleI	oleI	ABA42118.2	DQ195535
ARO:3003037	39471	3687	2130	opcM	opcM	AAC43969.1	U38944.1
ARO:3004072	41154	4041	2716	OpmB	OpmB	NP_251215.1	NC_002516.2
ARO:3000809	37189	548	442	opmD	OpmD	NP_252897.1	NC_002516
ARO:3003700	40352	3407	2213	opmE	opmE	BAE06009.1	AB219524.1
ARO:3003682	40317	3383	2195	OpmH	OpmH	NP_253661.1	NC_002516.2
ARO:3003039	39473	315	1570	oprA	OprA	BAM10414.1	AB639410
ARO:3000802	37182	385	704	OprJ	OprJ	AAB41958.1	U57969
ARO:3000379	36518	427	1305	OprM	OprM	NP_249118.1	NC_002516
ARO:3000805	37185	309	172	OprN	OprN	NP_251185.1	NC_002516
ARO:3004142	41270	4132	2796	OprZ	OprZ	EGP45230	AFRQ01000061.1
ARO:3003746	40402	3517	2263	optrA	optrA	AKA86814	KP399637
ARO:3003922	40631	3725	2399	oqxA	oqxA	YP_001693237.1	NC_010378.1
ARO:3003923	40632	3726	2400	oqxB	oqxB	YP_001693238	NC_010378.1
ARO:3002891	39325	660	1273	otr(A)	otr(A)	CAA37477.1	X53401
ARO:3002892	39326	697	870	otr(B)	otr(B)	AAD04032.1	AF079900
ARO:3002894	39328	421	1991	otrC	otrC	AAR96051.1	AY509111
ARO:3001396	37796	796	1952	OXA-1	OXA-1	AIA58911.1	KJ510410
ARO:3001405	37805	878	1587	OXA-10	OXA-10	AAG45720.1	AF205943
ARO:3001438	37838	964	947	OXA-100	OXA-100	CAJ77817.2	AM231720
ARO:3001439	37839	1042	1598	OXA-101	OXA-101	CAL85435.1	AM412777
ARO:3001636	38036	1122	942	OXA-104	OXA-104	ABQ52429.1	EF581285
ARO:3001637	38037	1202	475	OXA-106	OXA-106	ABV31686.1	EF650032
ARO:3001638	38038	1289	1804	OXA-107	OXA-107	ABV31687.1	EF650033
ARO:3001639	38039	1367	1398	OXA-108	OXA-108	ABV31688.1	EF650034
ARO:3001640	38040	1449	1862	OXA-109	OXA-109	ABV31689.1	EF650035
ARO:3001406	37806	1522	1396	OXA-11	OXA-11	CAA80304.1	Z22590
ARO:3001641	38041	1600	1281	OXA-110	OXA-110	ABV31690.1	EF650036
ARO:3001642	38042	1677	1312	OXA-111	OXA-111	ABV31691.1	EF650037
ARO:3001643	38043	1752	977	OXA-112	OXA-112	ABV31692.1	EF650038
ARO:3001644	38044	1832	226	OXA-113	OXA-113	ABW70410.1	EF653400
ARO:3001609	38009	1921	1892	OXA-114a	OXA-114a	ABX38721.1	EU188842
ARO:3001440	37840	1999	649	OXA-115	OXA-115	ABS71123.1	EU029998
ARO:3001441	37841	798	1967	OXA-116	OXA-116	ABW95047.1	EU220744
ARO:3001442	37842	879	412	OXA-117	OXA-117	ABW95048.1	EU220745
ARO:3001768	38168	965	1937	OXA-118	OXA-118	AAK55330.1	AF371964
ARO:3001775	38175	1043	1255	OXA-119	OXA-119	AAN41427.1	AY139598
ARO:3001407	37807	1123	186	OXA-12	OXA-12	AAA83417.1	U10251
ARO:3001672	38072	1203	537	OXA-120	OXA-120	CCJ32595.1	HE963768
ARO:3001443	37843	1290	1406	OXA-121	OXA-121	AGU69248.1	KF057027
ARO:3001648	38048	1368	1844	OXA-128	OXA-128	ABY77907.1	EU375515
ARO:3001811	38211	1450	964	OXA-129	OXA-129	CAP69660.1	AM932669
ARO:3001408	37808	1523	461	OXA-13	OXA-13	AAC46344.1	U59183
ARO:3001651	38051	1601	394	OXA-130	OXA-130	ACD84988.1	EU547445
ARO:3001652	38052	1678	1417	OXA-131	OXA-131	ACD84989.1	EU547446
ARO:3001653	38053	1753	2023	OXA-132	OXA-132	ACD84990.1	EU547447
ARO:3001702	38102	1833	555	OXA-133	OXA-133	ACE63186.1	EU571228
ARO:3001695	38095	1922	978	OXA-134	OXA-134	ADM47435.1	HQ122933
ARO:3001765	38165	2000	573	OXA-136	OXA-136	ABW76134.1	EU086830
ARO:3001767	38167	799	572	OXA-137	OXA-137	ABW76138.1	EU086834
ARO:3001655	38055	880	849	OXA-138	OXA-138	ACD45467.1	EU670845
ARO:3001451	37851	966	1217	OXA-139	OXA-139	CAQ51348.1	AM991978
ARO:3001409	37809	1044	1806	OXA-14	OXA-14	AAA93528.1	L38523
ARO:3001802	38202	1124	1212	OXA-141	OXA-141	ABQ15112.1	EF552405
ARO:3001803	38203	1204	1706	OXA-142	OXA-142	ABY79006.1	EU358785
ARO:3001654	38054	1291	313	OXA-143	OXA-143	ACX70402.1	GQ861437
ARO:3002480	38880	1369	413	OXA-144	OXA-144	ACY56711.1	FJ872530
ARO:3001804	38204	1451	295	OXA-145	OXA-145	ACN85419.1	FJ790516
ARO:3001779	38179	1524	1780	OXA-146	OXA-146	ACI28281.1	FJ194494
ARO:3001801	38201	1602	617	OXA-147	OXA-147	ACO72579.1	FJ848783
ARO:3001453	37853	1679	379	OXA-148	OXA-148	ACX31140.1	GQ853679
ARO:3001454	37854	1754	1972	OXA-149	OXA-149	ACX31141.1	GQ853680
ARO:3001410	37810	1834	674	OXA-15	OXA-15	AAB05874.1	U63835
ARO:3001455	37855	1923	254	OXA-150	OXA-150	ACX31142.1	GQ853681
ARO:3001411	37811	2001	1194	OXA-16	OXA-16	AAB97924.1	AF043100
ARO:3001663	38063	800	853	OXA-160	OXA-160	ADB28891.1	GU199038
ARO:3001799	38199	881	1079	OXA-161	OXA-161	ACT09125.1	GQ202693
ARO:3001776	38176	967	686	OXA-162	OXA-162	ADG27454.1	HM015773
ARO:3001783	38183	1045	554	OXA-163	OXA-163	ADY06444.1	HQ700343
ARO:3001662	38062	1125	500	OXA-164	OXA-164	ADK34116.1	GU831575
ARO:3001465	37865	1205	1860	OXA-165	OXA-165	ADK35869.1	HM488986
ARO:3001466	37866	1292	1343	OXA-166	OXA-166	ADK35870.1	HM488987
ARO:3001467	37867	1370	312	OXA-167	OXA-167	ADK35871.1	HM488988
ARO:3001468	37868	1452	1802	OXA-168	OXA-168	ADK35872.1	HM488989
ARO:3001469	37869	1525	1141	OXA-169	OXA-169	ADK35873.1	HM488990
ARO:3001412	37812	1603	1576	OXA-17	OXA-17	AAC15074.1	AF060206
ARO:3001470	37870	1680	1326	OXA-170	OXA-170	ADK35874.1	HM488991
ARO:3001471	37871	1755	677	OXA-171	OXA-171	ADK35875.1	HM488992
ARO:3001656	38056	1835	1413	OXA-172	OXA-172	ADI58616.1	HM113558
ARO:3001657	38057	1924	2031	OXA-173	OXA-173	ADI58617.1	HM113559
ARO:3001658	38058	2002	274	OXA-174	OXA-174	ADI58618.1	HM113560
ARO:3001659	38059	801	867	OXA-175	OXA-175	ADI58619.1	HM113561
ARO:3001660	38060	882	1185	OXA-176	OXA-176	ADI58620.1	HM113562
ARO:3001661	38061	968	1777	OXA-177	OXA-177	ADI58621.1	HM113563
ARO:3001472	37872	1046	231	OXA-178	OXA-178	ADI58622.1	HM113564
ARO:3001473	37873	1126	1625	OXA-179	OXA-179	ADM26744.1	HM570035
ARO:3001413	37813	1206	1003	OXA-18	OXA-18	AAB58555.1	U85514
ARO:3001474	37874	1293	1122	OXA-180	OXA-180	ADM26745.1	HM570036
ARO:3001784	38184	1371	235	OXA-181	OXA-181	AEP16366.1	JN205800
ARO:3001709	38109	1453	1184	OXA-182	OXA-182	ADK92148.1	HM640278
ARO:3001475	37875	1526	1568	OXA-183	OXA-183	ADV41666.1	HQ111474
ARO:3001476	37876	1604	1126	OXA-184	OXA-184	AFO09968.1	JQ396378
ARO:3001414	37814	1681	1410	OXA-19	OXA-19	AAD02245.1	AF043381
ARO:3001766	38166	1756	1269	OXA-192	OXA-192	ADZ54048.1	JF273470
ARO:3001479	37879	1925	1172	OXA-194	OXA-194	AEB98920.1	HQ425492
ARO:3001480	37880	2003	190	OXA-195	OXA-195	AEB98921.1	HQ425493
ARO:3001481	37881	802	1874	OXA-196	OXA-196	AEB98922.1	HQ425494
ARO:3001482	37882	883	1293	OXA-197	OXA-197	AEB98923.1	HQ425495
ARO:3001805	38205	969	758	OXA-198	OXA-198	ADT70779.1	HQ634775
ARO:3001814	38214	1047	191	OXA-199	OXA-199	AFC95894.1	JN704570
ARO:3001397	37797	3720	1118	OXA-2	OXA-2	AAB59082.1	M95287.4
ARO:3001415	37815	1207	1853	OXA-20	OXA-20	YP_001844885.1	NC_010611
ARO:3001665	38065	1294	1978	OXA-200	OXA-200	ADX07745.1	HQ734811
ARO:3001666	38066	1372	1836	OXA-201	OXA-201	ADX07746.1	HQ734812
ARO:3001667	38067	1454	405	OXA-202	OXA-202	ADX07747.1	HQ734813
ARO:3001664	38064	1527	1641	OXA-203	OXA-203	ADX07748.1	HQ998857
ARO:3001788	38188	1605	416	OXA-204	OXA-204	AFU91598.1	JQ809466
ARO:3001483	37883	1682	1572	OXA-205	OXA-205	AEO92079.1	JF800667
ARO:3001484	37884	1757	1052	OXA-206	OXA-206	BAL15076.1	AB634250
ARO:3001485	37885	1836	767	OXA-207	OXA-207	AFK28473.1	JQ838185
ARO:3001486	37886	1926	258	OXA-208	OXA-208	CCA94644.1	FR853176
ARO:3001809	38209	2004	1502	OXA-209	OXA-209	AEM66528.1	JF268688
ARO:3001416	37816	803	213	OXA-21	OXA-21	CAA71699.2	Y10693
ARO:3001487	37887	884	1276	OXA-210	OXA-210	AEE61368.1	JF795487
ARO:3001710	38110	970	615	OXA-211	OXA-211	AEV91550.1	JN861779
ARO:3001711	38111	1048	18	OXA-212	OXA-212	AEV91551.1	JN861780
ARO:3001712	38112	1128	2019	OXA-213	OXA-213	AEV91552.1	JN861781
ARO:3001713	38113	1208	1314	OXA-214	OXA-214	AEV91553.1	JN861782
ARO:3001714	38114	1295	861	OXA-215	OXA-215	AEV91554.1	JN861783
ARO:3001488	37888	1373	813	OXA-216	OXA-216	CCA94649.1	FR865168
ARO:3001489	37889	1455	404	OXA-217	OXA-217	AEO44980.1	JN603240
ARO:3001668	38068	1528	656	OXA-219	OXA-219	AEL17179.1	JN215211
ARO:3001417	37817	1606	693	OXA-22	OXA-22	AAD12233.1	AF064820
ARO:3001669	38069	1683	1361	OXA-223	OXA-223	AEL88491.1	JN248564
ARO:3001806	38206	1758	1496	OXA-224	OXA-224	AEQ73521.1	JN596991
ARO:3001493	37893	1837	326	OXA-225	OXA-225	AEP43731.1	JN638887
ARO:3001800	38200	1927	30	OXA-226	OXA-226	ACM67635.1	FJ617207
ARO:3001691	38091	2005	569	OXA-228	OXA-228	AFM55001.1	JQ422053
ARO:3001692	38092	804	145	OXA-229	OXA-229	AFM55000.1	JQ422052
ARO:3001418	37818	885	1128	OXA-23	OXA-23	AAV65289.1	AY795964
ARO:3001693	38093	971	1717	OXA-230	OXA-230	AFM55002.1	JQ422054
ARO:3001670	38070	1049	1221	OXA-231	OXA-231	AFG29918.1	JQ326200
ARO:3001778	38178	1129	185	OXA-232	OXA-232	AGD91915.1	JX423831
ARO:3001495	37895	1209	1359	OXA-233	OXA-233	AID67109.1	KJ657570
ARO:3001676	38076	1296	1730	OXA-235	OXA-235	AFH36330.1	JQ820240
ARO:3001677	38077	1374	160	OXA-236	OXA-236	AFH36332.1	JQ820242
ARO:3001678	38078	1456	732	OXA-237	OXA-237	AFH36331.1	JQ820241
ARO:3001498	37898	1529	685	OXA-239	OXA-239	AFN65709.1	JQ837239
ARO:3001419	37819	1607	1596	OXA-24	OXA-24	AAM34291.1	AF509241
ARO:3001499	37899	1684	1151	OXA-240	OXA-240	AFN20670.1	JX089628
ARO:3001679	38079	1759	1020	OXA-241	OXA-241	AFO55201.1	JX025021
ARO:3001680	38080	1838	937	OXA-242	OXA-242	AFO55202.1	JX025022
ARO:3001610	38010	1928	655	OXA-243	OXA-243	AFQ90085.1	JX206446
ARO:3001786	38186	2006	865	OXA-244	OXA-244	AGC60012.1	JX438000
ARO:3001787	38187	805	1100	OXA-245	OXA-245	AGC60013.1	JX438001
ARO:3001807	38207	886	1902	OXA-246	OXA-246	AHC31001.1	KF711993
ARO:3001791	38191	972	1980	OXA-247	OXA-247	AGC70814.1	JX893517
ARO:3001673	38073	1050	1187	OXA-248	OXA-248	CCJ32596.1	HE963769
ARO:3001674	38074	1130	1532	OXA-249	OXA-249	CCJ32597.1	HE963770
ARO:3001420	37820	1210	675	OXA-25	OXA-25	AAG35607.1	AF201826
ARO:3001675	38075	1297	2001	OXA-250	OXA-250	CCJ32598.1	HE963771
ARO:3001500	37900	1375	1352	OXA-251	OXA-251	AER57903.1	JN118546
ARO:3001689	38089	1457	1087	OXA-253	OXA-253	AGK07368.1	KC479324
ARO:3001682	38082	1530	1750	OXA-254	OXA-254	BAN10684.1	AB781687
ARO:3001690	38090	1608	1016	OXA-255	OXA-255	AGK07369.1	KC479325
ARO:3001502	37902	1685	59	OXA-256	OXA-256	CCE94500.1	HE616889
ARO:3001694	38094	1760	1394	OXA-257	OXA-257	AGK07370.1	KC567681
ARO:3001503	37903	1839	1659	OXA-258	OXA-258	CCE73593.2	HE614014
ARO:3001421	37821	1929	850	OXA-26	OXA-26	AAG35608.1	AF201827
ARO:3001422	37822	4236	147	OXA-27	OXA-27	AAG35609.2	AF201828.2
ARO:3001681	38081	806	361	OXA-278	OXA-278	AGI65307.1	KC771279
ARO:3001423	37823	887	721	OXA-28	OXA-28	AAF72942.1	AF231133
ARO:3001424	37824	973	1955	OXA-29	OXA-29	CAC35728.1	AJ400619
ARO:3001398	37798	1051	816	OXA-3	OXA-3	AAC41449.1	L07945
ARO:3001504	37904	1131	1986	OXA-309	OXA-309	CCW28916.1	HF947514
ARO:3001425	37825	1211	343	OXA-31	OXA-31	AAK52604.1	AF294653
ARO:3001683	38083	1298	1845	OXA-312	OXA-312	AGU69250.1	KF057029
ARO:3001684	38084	1376	1379	OXA-313	OXA-313	AGU69251.1	KF057030
ARO:3001685	38085	1458	935	OXA-314	OXA-314	AGU69252.1	KF057031
ARO:3001686	38086	1531	1399	OXA-315	OXA-315	AGU69253.1	KF057032
ARO:3001687	38087	1609	931	OXA-316	OXA-316	AGU69254.1	KF057033
ARO:3001688	38088	1686	1690	OXA-317	OXA-317	AGU69255.1	KF057034
ARO:3001426	37826	1761	566	OXA-32	OXA-32	AAK58418.1	AF315351
ARO:3001793	38193	1840	620	OXA-320	OXA-320	AGR55864.1	KF151169
ARO:3001510	37910	1930	2047	OXA-322	OXA-322	AGW16404.1	KF203096
ARO:3001511	37911	2008	1083	OXA-323	OXA-323	AGW16405.1	KF203097
ARO:3001512	37912	807	795	OXA-324	OXA-324	AGW16406.1	KF203098
ARO:3001513	37913	888	418	OXA-325	OXA-325	AGW16407.1	KF203099
ARO:3001514	37914	974	1758	OXA-326	OXA-326	AGW16408.1	KF203100
ARO:3001515	37915	1052	1186	OXA-327	OXA-327	AGW16409.1	KF203101
ARO:3001516	37916	1132	611	OXA-328	OXA-328	AGW16410.1	KF203102
ARO:3001517	37917	1212	21	OXA-329	OXA-329	AGW16411.1	KF203103
ARO:3001427	37827	1299	1517	OXA-33	OXA-33	AAG23871.1	AY008291
ARO:3001518	37918	1377	61	OXA-330	OXA-330	AGW16412.1	KF203104
ARO:3001519	37919	1459	2050	OXA-331	OXA-331	AGW16413.1	KF203105
ARO:3001520	37920	1532	635	OXA-332	OXA-332	AGW16414.1	KF203106
ARO:3001521	37921	1610	965	OXA-333	OXA-333	AGW16415.1	KF203107
ARO:3001522	37922	1687	1784	OXA-334	OXA-334	AGW16416.1	KF203108
ARO:3001523	37923	1762	2007	OXA-335	OXA-335	AGW16417.1	KF203109
ARO:3001526	37926	1841	1743	OXA-338	OXA-338	AHN07454.1	KF048909
ARO:3001428	37828	1931	1686	OXA-34	OXA-34	AAK15582.1	AF350424
ARO:3001777	38177	2009	690	OXA-347	OXA-347	AET35493.1	JN086160
ARO:3001535	37935	808	187	OXA-348	OXA-348	AGW83446.1	KF297577
ARO:3001536	37936	889	646	OXA-349	OXA-349	AGW83447.1	KF297578
ARO:3001429	37829	975	73	OXA-35	OXA-35	AAK49460.1	AF315786
ARO:3001537	37937	1053	779	OXA-350	OXA-350	AGW83448.1	KF297579
ARO:3001538	37938	1133	1761	OXA-351	OXA-351	AGW83449.1	KF297580
ARO:3001539	37939	1213	407	OXA-352	OXA-352	AGW83450.1	KF297581
ARO:3001540	37940	1300	1694	OXA-353	OXA-353	AGW83451.1	KF297582
ARO:3001541	37941	1378	1190	OXA-354	OXA-354	AGW83452.1	KF297583
ARO:3001542	37942	1460	633	OXA-355	OXA-355	AGW83453.1	KF297584
ARO:3001543	37943	1533	962	OXA-356	OXA-356	AGW83454.1	KF297585
ARO:3001544	37944	1611	397	OXA-357	OXA-357	AGZ83153.1	KF421160
ARO:3001545	37945	1688	318	OXA-358	OXA-358	AGZ83154.1	KF421161
ARO:3001546	37946	1763	1741	OXA-359	OXA-359	AGZ83155.1	KF421162
ARO:3001430	37830	1842	916	OXA-36	OXA-36	AAG24866.1	AF300985
ARO:3001547	37947	1932	1169	OXA-360	OXA-360	AGZ83156.1	KF421163
ARO:3001548	37948	2010	608	OXA-361	OXA-361	AHA11124.1	KF460531
ARO:3001549	37949	809	1618	OXA-362	OXA-362	AHA11125.1	KF460532
ARO:3001550	37950	890	1148	OXA-363	OXA-363	AHA11126.1	KF460533
ARO:3001552	37952	976	1032	OXA-365	OXA-365	AHI63011.1	KF885217
ARO:3001553	37953	2111	319	OXA-366	OXA-366	AJO16038.1	KP050485
ARO:3001555	37955	3721	2396	OXA-368	OXA-368	AMB19637.1	KT736121.1
ARO:3001431	37831	1134	1072	OXA-37	OXA-37	AAG33665.1	AY007784
ARO:3001774	38174	1214	2016	OXA-370	OXA-370	AHF71363.1	KF900153
ARO:3001557	37957	1301	23	OXA-371	OXA-371	BAO09635.1	AB871653
ARO:3001560	37960	1379	1833	OXA-374	OXA-374	AHL30274.1	KF986255
ARO:3001561	37961	1461	1660	OXA-375	OXA-375	AHL30275.1	KF986256
ARO:3001562	37962	1534	163	OXA-376	OXA-376	AHL30276.1	KF986257
ARO:3001563	37963	1612	414	OXA-377	OXA-377	AHL30277.1	KF986258
ARO:3001564	37964	1689	973	OXA-378	OXA-378	AHL30278.1	KF986259
ARO:3001565	37965	1764	1898	OXA-379	OXA-379	AHL30279.1	KF986260
ARO:3001566	37966	1843	408	OXA-380	OXA-380	AHL30280.1	KF986261
ARO:3001567	37967	1933	927	OXA-381	OXA-381	AHL30285.1	KJ135344
ARO:3001568	37968	2011	1384	OXA-382	OXA-382	AHL30286.1	KJ135345
ARO:3001569	37969	810	897	OXA-383	OXA-383	AHL30281.1	KF986262
ARO:3001570	37970	891	1065	OXA-384	OXA-384	AHL30282.1	KF986263
ARO:3001571	37971	977	604	OXA-385	OXA-385	AHL30272.1	KF986253
